bank_code,branch_code,bank_name
004,,臺灣銀行
004,0040037,臺灣銀行營業部
004,0040059,臺灣銀行公庫部
004,0040071,臺灣銀行館前分行
004,0040082,臺灣銀行信託部
004,0040093,臺灣銀行臺南分行
004,0040107,臺灣銀行臺中分行
004,0040118,臺灣銀行高雄分行
004,0040129,臺灣銀行基隆分行
004,0040130,臺灣銀行中興新村分行
004,0040141,臺灣銀行嘉義分行
004,0040152,臺灣銀行新竹分行
004,0040163,臺灣銀行彰化分行
004,0040174,臺灣銀行屏東分行
004,0040185,臺灣銀行花蓮分行
004,0040196,臺灣銀行延平分行
004,0040200,臺灣銀行中山分行
004,0040211,臺灣銀行高雄加工出口區分行
004,0040222,臺灣銀行宜蘭分行
004,0040233,臺灣銀行臺東分行
004,0040244,臺灣銀行澎湖分行
004,0040255,臺灣銀行鳳山分行
004,0040266,臺灣銀行桃園分行
004,0040277,臺灣銀行板橋分行
004,0040288,臺灣銀行新營分行
004,0040299,臺灣銀行苗栗分行
004,0040303,臺灣銀行豐原分行
004,0040314,臺灣銀行斗六分行
004,0040325,臺灣銀行南投分行
004,0040336,臺灣銀行南門分行
004,0040347,臺灣銀行公館分行
004,0040358,臺灣銀行左營分行
004,0040369,臺灣銀行北投分行
004,0040370,臺灣銀行霧峰分行
004,0040381,臺灣銀行金門分行
004,0040392,臺灣銀行馬祖分行
004,0040406,臺灣銀行安平分行
004,0040417,臺灣銀行中壢分行
004,0040428,臺灣銀行三重分行
004,0040439,臺灣銀行頭份分行
004,0040440,臺灣銀行前鎮分行
004,0040451,臺灣銀行城中分行
004,0040462,臺灣銀行民權分行
004,0040473,臺灣銀行潭子分行
004,0040484,臺灣銀行連城分行
004,0040495,臺灣銀行員林分行
004,0040509,臺灣銀行松江分行
004,0040510,臺灣銀行鼓山分行
004,0040521,臺灣銀行龍山分行
004,0040532,臺灣銀行忠孝分行
004,0040543,臺灣銀行信義分行
004,0040554,臺灣銀行復興分行
004,0040565,臺灣銀行三民分行
004,0040576,臺灣銀行臺中港分行
004,0040587,臺灣銀行羅東分行
004,0040598,臺灣銀行埔里分行
004,0040602,臺灣銀行岡山分行
004,0040613,臺灣銀行新興分行
004,0040624,臺灣銀行苓雅分行
004,0040646,臺灣銀行松山分行
004,0040657,臺灣銀行健行分行
004,0040668,臺灣銀行中和分行
004,0040679,臺灣銀行太保分行
004,0040680,臺灣銀行竹北分行
004,0040691,臺灣銀行國際金融業務分行
004,0040705,臺灣銀行士林分行
004,0040716,臺灣銀行新莊分行
004,0040727,臺灣銀行大甲分行
004,0040738,臺灣銀行新竹科學園區分行
004,0040749,臺灣銀行樹林分行
004,0040750,臺灣銀行新店分行
004,0040794,臺灣銀行黎明分行
004,0040808,臺灣銀行民生分行
004,0040819,臺灣銀行永康分行
004,0040820,臺灣銀行三多分行
004,0040831,臺灣銀行紐約分行
004,0040853,臺灣銀行臺北世貿中心分行
004,0040864,臺灣銀行大安分行
004,0040875,臺灣銀行華江分行
004,0040886,臺灣銀行潮州分行
004,0040897,臺灣銀行蘇澳分行
004,0040901,臺灣銀行大雅分行
004,0040912,臺灣銀行楠梓分行
004,0040923,臺灣銀行臺中工業區分行
004,0040945,臺灣銀行洛杉磯分行
004,0041067,臺灣銀行敦化分行
004,0041078,臺灣銀行南港分行
004,0041089,臺灣銀行和平分行
004,0041090,臺灣銀行水湳分行
004,0041104,臺灣銀行中崙分行
004,0041115,臺灣銀行土城分行
004,0041148,臺灣銀行香港分行
004,0041159,臺灣銀行桃園國際機場分行
004,0041160,臺灣銀行大昌分行
004,0041171,臺灣銀行東京分行
004,0041182,臺灣銀行五甲分行
004,0041193,臺灣銀行博愛分行
004,0041207,臺灣銀行中庄分行
004,0041218,臺灣銀行平鎮分行
004,0041229,臺灣銀行仁愛分行
004,0041230,臺灣銀行南崁分行
004,0041241,臺灣銀行圓山分行
004,0041355,臺灣銀行五股分行
004,0041366,臺灣銀行大里分行
004,0041377,臺灣銀行安南分行
004,0041388,臺灣銀行新加坡分行
004,0041414,臺灣銀行西屯分行
004,0041425,臺灣銀行天母分行
004,0041436,臺灣銀行鹿港分行
004,0041447,臺灣銀行內壢分行
004,0041469,臺灣銀行臺南科學園區分行
004,0041470,臺灣銀行虎尾分行
004,0041481,臺灣銀行淡水分行
004,0041539,臺灣銀行內湖分行
004,0041540,臺灣銀行嘉北分行
004,0041551,臺灣銀行東港分行
004,0041562,臺灣銀行汐止分行
004,0041573,臺灣銀行梧棲分行
004,0041595,臺灣銀行小港分行
004,0041609,臺灣銀行中屏分行
004,0041610,臺灣銀行南非分行
004,0041621,臺灣銀行群賢分行
004,0041643,臺灣銀行北大路分行
004,0041654,臺灣銀行文山分行
004,0041702,臺灣銀行太平分行
004,0041713,臺灣銀行德芳分行
004,0041724,臺灣銀行建國分行
004,0041768,臺灣銀行屏東農科園區分行
004,0041861,臺灣銀行東桃園分行
004,0041872,臺灣銀行蘆洲分行
004,0041919,臺灣銀行高雄國際機場分行
004,0041931,臺灣銀行永吉簡易型分行
004,0041942,臺灣銀行東門簡易型分行
004,0041953,臺灣銀行愛國簡易型分行
004,0041986,臺灣銀行臺電簡易型分行
004,0042053,臺灣銀行北府簡易型分行
004,0042101,臺灣銀行倫敦分行
004,0042189,臺灣銀行臺北港分行
004,0042204,臺灣銀行臺中科學園區分行
004,0042215,臺灣銀行高雄科學園區分行
004,0042237,臺灣銀行東湖分行
004,0042248,臺灣銀行高榮分行
004,0042259,臺灣銀行南港軟體園區分行
004,0042260,臺灣銀行龍潭分行
004,0042271,臺灣銀行仁德分行
004,0042282,臺灣銀行林口分行
004,0042293,臺灣銀行木柵分行
004,0042307,臺灣銀行臺南創新園區分行
004,0042363,臺灣銀行武昌分行
004,0042385,臺灣銀行臺北分行
004,0042396,臺灣銀行金山分行
004,0042400,臺灣銀行信安分行
004,0042411,臺灣銀行劍潭分行
004,0042422,臺灣銀行萬華分行
004,0042433,臺灣銀行板新分行
004,0042444,臺灣銀行新永和分行
004,0042455,臺灣銀行南新莊分行
004,0042477,臺灣銀行新明分行
004,0042488,臺灣銀行六家分行
004,0042499,臺灣銀行北臺中分行
004,0042525,臺灣銀行嘉南分行
004,0042536,臺灣銀行南都分行
004,0042558,臺灣銀行北高雄分行
004,0042569,臺灣銀行成功分行
004,0042570,臺灣銀行北花蓮分行
004,0042709,臺灣銀行新湖分行
004,0042710,臺灣銀行五福分行
004,0042721,臺灣銀行六甲頂分行
004,0042776,臺灣銀行上海分行
004,0042787,臺灣銀行中都分行
004,0042798,臺灣銀行臺北國際機場分行
004,0042802,臺灣銀行新莊副都心分行
004,0042813,臺灣銀行孟買代表人辦事處
004,0042824,臺灣銀行雪梨分行
004,0042835,臺灣銀行仁武分行
004,0042846,臺灣銀行上海嘉定支行
004,0042868,臺灣銀行仰光代表人辦事處
004,0042879,臺灣銀行廣州分行
004,0042880,臺灣銀行福州分行
004,0042891,臺灣銀行臺中國際機場分行
004,0042905,臺灣銀行臺中精密園區分行
004,0042916,臺灣銀行胡志明市代表人辦事處
004,0042927,臺灣銀行曼谷代表人辦事處
004,0042938,臺灣銀行雅加達代表人辦事處
004,0042949,臺灣銀行馬尼拉代表人辦事處
004,0042950,臺灣銀行矽谷代表人辦事處
004,0042961,臺灣銀行法蘭克福代表人辦事處
004,0042972,臺灣銀行亞矽創新分行
004,0043005,臺灣銀行吉隆坡代表人辦事處
004,0043027,臺灣銀行鳳凰城代表人辦事處
005,,臺灣土地銀行
005,0050027,臺灣土地銀行基隆分行
005,0050038,臺灣土地銀行中和分行
005,0050049,臺灣土地銀行南港分行
005,0050050,臺灣土地銀行台北分行
005,0050061,臺灣土地銀行民權分行
005,0050072,臺灣土地銀行古亭分行
005,0050083,臺灣土地銀行長安分行
005,0050094,臺灣土地銀行士林分行
005,0050108,臺灣土地銀行三重分行
005,0050119,臺灣土地銀行宜蘭分行
005,0050120,臺灣土地銀行羅東分行
005,0050131,臺灣土地銀行桃園分行
005,0050142,臺灣土地銀行中壢分行
005,0050153,臺灣土地銀行石門分行
005,0050164,臺灣土地銀行新竹分行
005,0050175,臺灣土地銀行竹東分行
005,0050186,臺灣土地銀行花蓮分行
005,0050197,臺灣土地銀行玉里分行
005,0050201,臺灣土地銀行苗栗分行
005,0050212,臺灣土地銀行頭份分行
005,0050223,臺灣土地銀行豐原分行
005,0050234,臺灣土地銀行大甲分行
005,0050245,臺灣土地銀行台中分行
005,0050256,臺灣土地銀行南投分行
005,0050267,臺灣土地銀行員林分行
005,0050278,臺灣土地銀行斗六分行
005,0050289,臺灣土地銀行北港分行
005,0050290,臺灣土地銀行嘉義分行
005,0050304,臺灣土地銀行新營分行
005,0050315,臺灣土地銀行永康分行
005,0050326,臺灣土地銀行台南分行
005,0050337,臺灣土地銀行高雄分行
005,0050348,臺灣土地銀行岡山分行
005,0050359,臺灣土地銀行美濃分行
005,0050360,臺灣土地銀行屏東分行
005,0050371,臺灣土地銀行臺東分行
005,0050382,臺灣土地銀行青年分行
005,0050393,臺灣土地銀行金門分行
005,0050407,臺灣土地銀行澎湖分行
005,0050418,臺灣土地銀行營業部
005,0050452,臺灣土地銀行和平分行
005,0050463,臺灣土地銀行潮州分行
005,0050474,臺灣土地銀行彰化分行
005,0050485,臺灣土地銀行中山分行
005,0050496,臺灣土地銀行永和分行
005,0050500,臺灣土地銀行板橋分行
005,0050511,臺灣土地銀行鳳山分行
005,0050522,臺灣土地銀行湖口分行
005,0050533,臺灣土地銀行蘇澳分行
005,0050544,臺灣土地銀行新興分行
005,0050555,臺灣土地銀行西台中分行
005,0050566,臺灣土地銀行虎尾分行
005,0050577,臺灣土地銀行仁愛分行
005,0050588,臺灣土地銀行忠孝分行
005,0050599,臺灣土地銀行中正分行
005,0050614,臺灣土地銀行新店分行
005,0050625,臺灣土地銀行北台南分行
005,0050636,臺灣土地銀行松山分行
005,0050647,臺灣土地銀行內湖分行
005,0050658,臺灣土地銀行三民分行
005,0050669,臺灣土地銀行民雄分行
005,0050670,臺灣土地銀行大社分行
005,0050692,臺灣土地銀行前鎮分行
005,0050706,臺灣土地銀行路竹分行
005,0050717,臺灣土地銀行五甲分行
005,0050728,臺灣土地銀行太平分行
005,0050739,臺灣土地銀行正濱分行
005,0050740,臺灣土地銀行敦化分行
005,0050751,臺灣土地銀行信託部
005,0050762,臺灣土地銀行蘆洲分行
005,0050773,臺灣土地銀行北臺中分行
005,0050784,臺灣土地銀行苓雅分行
005,0050795,臺灣土地銀行信義分行
005,0050809,臺灣土地銀行土城分行
005,0050810,臺灣土地銀行淡水分行
005,0050821,臺灣土地銀行草屯分行
005,0050832,臺灣土地銀行東台南分行
005,0050843,臺灣土地銀行通霄分行
005,0050854,臺灣土地銀行學甲分行
005,0050865,臺灣土地銀行新莊分行
005,0050876,臺灣土地銀行雙和分行
005,0050887,臺灣土地銀行國外部
005,0050898,臺灣土地銀行白河分行
005,0050902,臺灣土地銀行復興分行
005,0050913,臺灣土地銀行平鎮分行
005,0050924,臺灣土地銀行國際金融業務分行
005,0050935,臺灣土地銀行文山分行
005,0050946,臺灣土地銀行中港分行
005,0050957,臺灣土地銀行東板橋分行
005,0050968,臺灣土地銀行南崁分行
005,0050979,臺灣土地銀行建國分行
005,0050980,臺灣土地銀行樹林分行
005,0050991,臺灣土地銀行東台北分行
005,0051002,臺灣土地銀行西三重分行
005,0051013,臺灣土地銀行南台中分行
005,0051024,臺灣土地銀行長春分行
005,0051035,臺灣土地銀行東新竹分行
005,0051046,臺灣土地銀行新市分行
005,0051057,臺灣土地銀行博愛分行
005,0051068,臺灣土地銀行中崙分行
005,0051079,臺灣土地銀行華江分行
005,0051080,臺灣土地銀行竹北分行
005,0051091,臺灣土地銀行安平分行
005,0051105,臺灣土地銀行嘉興分行
005,0051116,臺灣土地銀行南新莊分行
005,0051127,臺灣土地銀行三峽分行
005,0051138,臺灣土地銀行沙鹿分行
005,0051149,臺灣土地銀行南桃園分行
005,0051150,臺灣土地銀行汐止分行
005,0051161,臺灣土地銀行萬華分行
005,0051172,臺灣土地銀行小港分行
005,0051183,臺灣土地銀行新工分行
005,0051194,臺灣土地銀行烏日分行
005,0051208,臺灣土地銀行西湖分行
005,0051219,臺灣土地銀行八德分行
005,0051220,臺灣土地銀行北屯分行
005,0051231,臺灣土地銀行大安分行
005,0051242,臺灣土地銀行北中壢分行
005,0051253,臺灣土地銀行高樹分行
005,0051264,臺灣土地銀行枋寮分行
005,0051286,臺灣土地銀行金城分行
005,0051297,臺灣土地銀行光復分行
005,0051301,臺灣土地銀行左營分行
005,0051312,臺灣土地銀行北桃園分行
005,0051323,臺灣土地銀行東港分行
005,0051334,臺灣土地銀行天母分行
005,0051345,臺灣土地銀行泰山分行
005,0051356,臺灣土地銀行中科分行
005,0051367,臺灣土地銀行大園分行
005,0051378,臺灣土地銀行楊梅分行
005,0051404,臺灣土地銀行城東分行
005,0051415,臺灣土地銀行松南分行
005,0051426,臺灣土地銀行福興分行
005,0051437,臺灣土地銀行林口分行
005,0051448,臺灣土地銀行西屯分行
005,0051459,臺灣土地銀行內壢分行
005,0051460,臺灣土地銀行竹南分行
005,0051471,臺灣土地銀行安南分行
005,0051482,臺灣土地銀行汐科分行
005,0051493,臺灣土地銀行楠梓分行
005,0051507,臺灣土地銀行大里分行
005,0051518,臺灣土地銀行大灣分行
005,0051530,臺灣土地銀行大發分行
005,0051563,臺灣土地銀行工研院分行
005,0051574,臺灣土地銀行北三重分行
005,0051585,臺灣土地銀行圓通分行
005,0051600,臺灣土地銀行大直分行
005,0051611,臺灣土地銀行南屯分行
005,0051622,臺灣土地銀行證券部
005,0051633,臺灣土地銀行寶中分行
005,0051644,臺灣土地銀行中清分行
005,0051655,臺灣土地銀行南京東路分行
005,0051666,臺灣土地銀行仁武分行
005,0051677,臺灣土地銀行青埔分行
005,0055011,臺灣土地銀行洛杉磯分行
005,0055022,臺灣土地銀行香港分行
005,0055033,臺灣土地銀行新加坡分行
005,0055044,臺灣土地銀行上海分行
005,0055066,臺灣土地銀行紐約分行
005,0055077,臺灣土地銀行天津分行
005,0055088,臺灣土地銀行武漢分行
005,0055099,臺灣土地銀行吉隆坡代表人辦事處
006,,合作金庫商業銀行
006,0060017,合作金庫商業銀行財務部
006,0060028,合作金庫商業銀行館前分行
006,0060039,合作金庫商業銀行西門分行
006,0060040,合作金庫商業銀行延平分行
006,0060051,合作金庫商業銀行大稻埕分行
006,0060062,合作金庫商業銀行東門分行
006,0060073,合作金庫商業銀行松山分行
006,0060084,合作金庫商業銀行新店分行
006,0060095,合作金庫商業銀行永和分行
006,0060109,合作金庫商業銀行三重分行
006,0060110,合作金庫商業銀行板橋分行
006,0060121,合作金庫商業銀行基隆分行
006,0060132,合作金庫商業銀行宜蘭分行
006,0060143,合作金庫商業銀行蘇澳分行
006,0060154,合作金庫商業銀行桃園分行
006,0060165,合作金庫商業銀行中壢分行
006,0060176,合作金庫商業銀行新竹分行
006,0060187,合作金庫商業銀行苗栗分行
006,0060198,合作金庫商業銀行頭份分行
006,0060202,合作金庫商業銀行豐原分行
006,0060213,合作金庫商業銀行沙鹿分行
006,0060224,合作金庫商業銀行台中分行
006,0060235,合作金庫商業銀行彰化分行
006,0060246,合作金庫商業銀行員林分行
006,0060257,合作金庫商業銀行南投分行
006,0060268,合作金庫商業銀行斗六分行
006,0060279,合作金庫商業銀行北港分行
006,0060280,合作金庫商業銀行嘉義分行
006,0060291,合作金庫商業銀行新營分行
006,0060305,合作金庫商業銀行台南分行
006,0060316,合作金庫商業銀行成功分行
006,0060327,合作金庫商業銀行鳳山分行
006,0060338,合作金庫商業銀行岡山分行
006,0060349,合作金庫商業銀行高雄分行
006,0060350,合作金庫商業銀行新興分行
006,0060361,合作金庫商業銀行屏東分行
006,0060372,合作金庫商業銀行潮州分行
006,0060383,合作金庫商業銀行花蓮分行
006,0060394,合作金庫商業銀行台東分行
006,0060408,合作金庫商業銀行澎湖分行
006,0060419,合作金庫商業銀行南京東路分行
006,0060420,合作金庫商業銀行北高雄分行
006,0060431,合作金庫商業銀行大同分行
006,0060453,合作金庫商業銀行忠孝分行
006,0060464,合作金庫商業銀行景美分行
006,0060475,合作金庫商業銀行士林分行
006,0060486,合作金庫商業銀行汐止分行
006,0060497,合作金庫商業銀行新莊分行
006,0060501,合作金庫商業銀行中興分行
006,0060512,合作金庫商業銀行苓雅分行
006,0060523,合作金庫商業銀行業務發展部
006,0060534,合作金庫商業銀行法令遵循部
006,0060545,合作金庫商業銀行台北分行
006,0060556,合作金庫商業銀行個人金融部
006,0060567,合作金庫商業銀行營業部
006,0060578,合作金庫商業銀行南豐原分行
006,0060589,合作金庫商業銀行羅東分行
006,0060590,合作金庫商業銀行三民分行
006,0060604,合作金庫商業銀行城東分行
006,0060615,合作金庫商業銀行佳里分行
006,0060626,合作金庫商業銀行中和分行
006,0060637,合作金庫商業銀行南高雄分行
006,0060648,合作金庫商業銀行南嘉義分行
006,0060659,合作金庫商業銀行竹東分行
006,0060660,合作金庫商業銀行林口文化分行
006,0060671,合作金庫商業銀行東三重分行
006,0060682,合作金庫商業銀行南興分行
006,0060693,合作金庫商業銀行五權分行
006,0060707,合作金庫商業銀行埔里分行
006,0060718,合作金庫商業銀行大順分行
006,0060729,合作金庫商業銀行南勢角分行
006,0060730,合作金庫商業銀行朴子分行
006,0060763,合作金庫商業銀行大安分行
006,0060774,合作金庫商業銀行民權分行
006,0060785,合作金庫商業銀行東高雄分行
006,0060796,合作金庫商業銀行東台北分行
006,0060800,合作金庫商業銀行城內分行
006,0060811,合作金庫商業銀行建國分行
006,0060822,合作金庫商業銀行圓山分行
006,0060833,合作金庫商業銀行信義分行
006,0060844,合作金庫商業銀行長春分行
006,0060855,合作金庫商業銀行仁愛分行
006,0060866,合作金庫商業銀行玉成分行
006,0060877,合作金庫商業銀行古亭分行
006,0060888,合作金庫商業銀行長安分行
006,0060899,合作金庫商業銀行松興分行
006,0060903,合作金庫商業銀行民族分行
006,0060914,合作金庫商業銀行復興分行
006,0060925,合作金庫商業銀行雙連分行
006,0060936,合作金庫商業銀行民生分行
006,0060947,合作金庫商業銀行新生分行
006,0060958,合作金庫商業銀行松江分行
006,0060969,合作金庫商業銀行永吉分行
006,0060981,合作金庫商業銀行東新莊分行
006,0060992,合作金庫商業銀行蘆洲分行
006,0061003,合作金庫商業銀行前金分行
006,0061014,合作金庫商業銀行成大分行
006,0061025,合作金庫商業銀行大里分行
006,0061036,合作金庫商業銀行海山分行
006,0061047,合作金庫商業銀行信託部
006,0061069,合作金庫商業銀行國際金融業務分行
006,0061070,合作金庫商業銀行南台中分行
006,0061081,合作金庫商業銀行埔墘分行
006,0061092,合作金庫商業銀行慈文分行
006,0061106,合作金庫商業銀行北寧分行
006,0061117,合作金庫商業銀行迴龍分行
006,0061128,合作金庫商業銀行太平分行
006,0061139,合作金庫商業銀行彰營分行
006,0061140,合作金庫商業銀行彰儲分行
006,0061151,合作金庫商業銀行虎尾分行
006,0061162,合作金庫商業銀行南屯分行
006,0061173,合作金庫商業銀行西台中分行
006,0061184,合作金庫商業銀行溪湖分行
006,0061195,合作金庫商業銀行烏日分行
006,0061209,合作金庫商業銀行和美分行
006,0061210,合作金庫商業銀行南桃園分行
006,0061221,合作金庫商業銀行屏南分行
006,0061232,合作金庫商業銀行東台南分行
006,0061243,合作金庫商業銀行北新竹分行
006,0061254,合作金庫商業銀行復旦分行
006,0061265,合作金庫商業銀行竹山分行
006,0061276,合作金庫商業銀行前鎮分行
006,0061287,合作金庫商業銀行灣內分行
006,0061298,合作金庫商業銀行路竹分行
006,0061302,合作金庫商業銀行憲德分行
006,0061313,合作金庫商業銀行竹北分行
006,0061324,合作金庫商業銀行北新分行
006,0061335,合作金庫商業銀行五洲分行
006,0061346,合作金庫商業銀行台大分行
006,0061368,合作金庫商業銀行龜山分行
006,0061379,合作金庫商業銀行大溪分行
006,0061380,合作金庫商業銀行龍潭分行
006,0061391,合作金庫商業銀行中原分行
006,0061405,合作金庫商業銀行三興分行
006,0061427,合作金庫商業銀行石牌分行
006,0061438,合作金庫商業銀行西屯分行
006,0061449,合作金庫商業銀行雙和分行
006,0061450,合作金庫商業銀行土城分行
006,0061461,合作金庫商業銀行光華分行
006,0061472,合作金庫商業銀行北台南分行
006,0061483,合作金庫商業銀行興鳳分行
006,0061494,合作金庫商業銀行北屯分行
006,0061508,合作金庫商業銀行一心路分行
006,0061519,合作金庫商業銀行三峽分行
006,0061520,合作金庫商業銀行北嘉義分行
006,0061531,合作金庫商業銀行永康分行
006,0061542,合作金庫商業銀行平鎮分行
006,0061553,合作金庫商業銀行大發分行
006,0061564,合作金庫商業銀行內湖分行
006,0061575,合作金庫商業銀行光復分行
006,0061586,合作金庫商業銀行二重分行
006,0061601,合作金庫商業銀行北台中分行
006,0061656,合作金庫商業銀行軍功分行
006,0061715,合作金庫商業銀行永安分行
006,0061726,合作金庫商業銀行中權分行
006,0061759,合作金庫商業銀行太原分行
006,0061760,合作金庫商業銀行松竹分行
006,0061852,合作金庫商業銀行中清分行
006,0061885,合作金庫商業銀行建成分行
006,0061900,合作金庫商業銀行朝馬分行
006,0061966,合作金庫商業銀行東台中分行
006,0061988,合作金庫商業銀行美村分行
006,0062000,合作金庫商業銀行黎明分行
006,0062033,合作金庫商業銀行昌平分行
006,0062044,合作金庫商業銀行精武分行
006,0062055,合作金庫商業銀行文心分行
006,0062077,合作金庫商業銀行神岡分行
006,0063030,合作金庫商業銀行大竹分行
006,0063074,合作金庫商業銀行林內分行
006,0063100,合作金庫商業銀行南港分行
006,0063111,合作金庫商業銀行伸港分行
006,0063122,合作金庫商業銀行五股分行
006,0063133,合作金庫商業銀行樹林分行
006,0063144,合作金庫商業銀行信用卡部
006,0063155,合作金庫商業銀行林口分行
006,0063166,合作金庫商業銀行左營分行
006,0063177,合作金庫商業銀行泰山分行
006,0063199,合作金庫商業銀行大坪林分行
006,0063373,合作金庫商業銀行鶯歌分行
006,0063395,合作金庫商業銀行鹿港分行
006,0063409,合作金庫商業銀行新樹分行
006,0063410,合作金庫商業銀行六家分行
006,0063421,合作金庫商業銀行大雅分行
006,0063443,合作金庫商業銀行八德分行
006,0063465,合作金庫商業銀行鼓山分行
006,0063476,合作金庫商業銀行大社分行
006,0063498,合作金庫商業銀行逢甲分行
006,0063513,合作金庫商業銀行林園分行
006,0063524,合作金庫商業銀行高雄科技園區分行
006,0063535,合作金庫商業銀行蘆竹分行
006,0063546,合作金庫商業銀行北中和分行
006,0063557,合作金庫商業銀行新湖分行
006,0063568,合作金庫商業銀行丹鳳分行
006,0063580,合作金庫商業銀行旗山分行
006,0063591,合作金庫商業銀行大園分行
006,0063605,合作金庫商業銀行南土城分行
006,0063616,合作金庫商業銀行潭子分行
006,0063627,合作金庫商業銀行后里分行
006,0063638,合作金庫商業銀行長庚分行
006,0063649,合作金庫商業銀行楠梓分行
006,0063650,合作金庫商業銀行青埔分行
006,0065012,合作金庫商業銀行自強分行
006,0065023,合作金庫商業銀行中山分行
006,0065034,合作金庫商業銀行敦南分行
006,0065056,合作金庫商業銀行世貿分行
006,0065078,合作金庫商業銀行光復南路分行
006,0065089,合作金庫商業銀行北士林分行
006,0065090,合作金庫商業銀行信維分行
006,0065104,合作金庫商業銀行西湖分行
006,0065115,合作金庫商業銀行大湖分行
006,0065137,合作金庫商業銀行國醫中心分行
006,0065159,合作金庫商業銀行南門分行
006,0065160,合作金庫商業銀行新中分行
006,0065171,合作金庫商業銀行中港分行
006,0065182,合作金庫商業銀行衛道分行
006,0065193,合作金庫商業銀行忠明南路分行
006,0065207,合作金庫商業銀行東基隆分行
006,0065218,合作金庫商業銀行赤崁分行
006,0065229,合作金庫商業銀行府城分行
006,0065230,合作金庫商業銀行開元分行
006,0065241,合作金庫商業銀行港都分行
006,0065252,合作金庫商業銀行七賢分行
006,0065274,合作金庫商業銀行十全分行
006,0065285,合作金庫商業銀行九如分行
006,0065296,合作金庫商業銀行小港分行
006,0065300,合作金庫商業銀行北三峽分行
006,0065311,合作金庫商業銀行板新分行
006,0065322,合作金庫商業銀行南三重分行
006,0065355,合作金庫商業銀行寶橋分行
006,0065366,合作金庫商業銀行新泰分行
006,0065377,合作金庫商業銀行北土城分行
006,0065388,合作金庫商業銀行南汐止分行
006,0065399,合作金庫商業銀行北樹林分行
006,0065403,合作金庫商業銀行五股工業區分行
006,0065414,合作金庫商業銀行北羅東分行
006,0065425,合作金庫商業銀行礁溪分行
006,0065436,合作金庫商業銀行東桃園分行
006,0065447,合作金庫商業銀行壢新分行
006,0065458,合作金庫商業銀行南崁分行
006,0065470,合作金庫商業銀行新明分行
006,0065481,合作金庫商業銀行楊梅分行
006,0065492,合作金庫商業銀行東台東分行
006,0065517,合作金庫商業銀行東竹北分行
006,0065528,合作金庫商業銀行北苗栗分行
006,0065539,合作金庫商業銀行竹南分行
006,0065540,合作金庫商業銀行豐中分行
006,0065551,合作金庫商業銀行北大里分行
006,0065562,合作金庫商業銀行東沙鹿分行
006,0065573,合作金庫商業銀行草屯分行
006,0065584,合作金庫商業銀行集集分行
006,0065595,合作金庫商業銀行東埔里分行
006,0065609,合作金庫商業銀行員新分行
006,0065610,合作金庫商業銀行南彰化分行
006,0065621,合作金庫商業銀行北斗分行
006,0065632,合作金庫商業銀行竹塹分行
006,0065643,合作金庫商業銀行新竹科學園區分行
006,0065665,合作金庫商業銀行雲林分行
006,0065687,合作金庫商業銀行北朴子分行
006,0065698,合作金庫商業銀行北新營分行
006,0065702,合作金庫商業銀行仁德分行
006,0065713,合作金庫商業銀行南永康分行
006,0065735,合作金庫商業銀行鳳松分行
006,0065746,合作金庫商業銀行北岡山分行
006,0065757,合作金庫商業銀行美濃分行
006,0065768,合作金庫商業銀行大樹分行
006,0065816,合作金庫商業銀行東港分行
006,0065827,合作金庫商業銀行萬丹分行
006,0065838,合作金庫商業銀行枋寮分行
006,0065849,合作金庫商業銀行東嘉義分行
006,0065850,合作金庫商業銀行北花蓮分行
006,0065919,合作金庫商業銀行大直分行
006,0065942,合作金庫商業銀行水湳分行
006,0066064,合作金庫商業銀行仁美分行
006,0066097,合作金庫商業銀行社皮分行
006,0066123,合作金庫商業銀行港湖分行
006,0066868,合作金庫商業銀行保險代理部
006,0069009,合作金庫商業銀行馬尼拉分行
006,0069021,合作金庫商業銀行五甲分行
006,0069043,合作金庫商業銀行淡水分行
006,0069054,合作金庫商業銀行(子行)-臺灣聯合銀行
006,0069065,合作金庫商業銀行香港分行
006,0069076,合作金庫商業銀行北京代表人辦事處
006,0069087,合作金庫商業銀行雪梨分行
006,0069098,合作金庫商業銀行蘇州分行
006,0069102,合作金庫商業銀行蘇州高新支行
006,0069113,合作金庫商業銀行天津分行
006,0069124,合作金庫商業銀行福州分行
006,0069135,合作金庫商業銀行金邊分行德他拉支行
006,0069146,合作金庫商業銀行金邊分行菩森芷支行
006,0069157,合作金庫商業銀行紐約分行
006,0069168,合作金庫商業銀行金邊分行暹粒支行
006,0069179,合作金庫商業銀行仰光代表人辦事處
006,0069180,合作金庫商業銀行長沙分行
006,0069191,合作金庫商業銀行金邊分行永盛支行
006,0069205,合作金庫商業銀行金邊分行西哈努克支行
006,0069216,合作金庫商業銀行金邊分行堆谷支行
006,0069227,合作金庫商業銀行永珍分行
006,0069238,合作金庫商業銀行休士頓分行
006,0069249,合作金庫商業銀行捷克布拉格代表人辦事處
006,0069951,合作金庫商業銀行金邊分行市中心支行
006,0069962,合作金庫商業銀行墨爾本分行
006,0069973,合作金庫商業銀行金邊分行
006,0069984,合作金庫商業銀行洛杉磯分行
006,0069995,合作金庫商業銀行西雅圖分行
007,,第一商業銀行
007,0070731,第一商業銀行信託處
007,0070937,第一商業銀行營業部
007,0070948,第一商業銀行安和分行
